age,wc,edu,ms,occ,rel,race,sex,hpw,waob,incc
5,1,16,5,6,3,5,1,35,1,1
12,1,22,1,1,1,5,2,40,1,2
40,7,15,1,16,1,2,1,80,4,2
4,1,19,5,23,18,5,2,32,1,1
36,4,14,3,20,3,5,2,30,1,1
17,1,19,5,21,1,4,1,38,1,1
38,1,1,1,18,2,5,2,34,3,1
39,1,16,1,5,2,5,1,40,1,2
32,1,20,1,7,2,5,2,36,3,1
32,3,18,3,18,1,5,2,40,1,1
43,1,16,3,16,1,5,2,40,1,1
26,1,19,1,1,2,3,2,40,1,2
8,4,21,1,18,2,5,2,40,1,1
28,2,21,1,15,1,5,2,36,1,2
37,1,11,1,25,2,3,1,40,1,1
19,1,21,1,23,1,2,1,75,4,2
36,1,24,3,16,1,5,1,40,1,2
16,1,16,1,22,1,1,2,45,1,2
43,3,22,1,15,2,5,2,32,1,1
12,1,19,1,18,2,4,2,40,3,1
47,3,16,5,5,1,3,2,80,1,1
21,3,14,3,20,1,1,2,32,1,1
42,2,21,1,15,1,2,2,45,4,2
34,1,18,1,18,2,5,2,45,1,1
44,6,20,1,22,2,5,1,50,1,1
19,3,22,1,7,1,5,1,45,1,2
26,1,24,1,24,2,2,2,40,4,2
15,3,21,5,2,14,3,1,60,1,1
5,1,19,5,18,3,5,2,20,1,1
47,1,19,3,15,1,5,2,45,1,2
44,1,16,1,13,6,3,2,40,3,1
49,1,21,1,18,1,5,2,35,1,1
16,1,16,5,16,3,2,2,35,8,1
26,2,23,1,16,1,5,1,30,3,1
34,1,17,4,13,16,5,2,40,1,1
40,1,23,1,15,2,5,2,40,1,2
42,3,21,1,7,1,5,2,40,1,2
6,1,19,5,2,3,5,1,5,1,1
19,2,19,1,16,2,5,2,40,1,1
39,1,15,5,25,18,5,1,40,1,1
48,4,16,1,5,2,5,1,40,1,1
15,1,21,1,12,1,5,1,40,1,2
47,1,18,3,19,1,5,1,40,1,2
35,4,22,1,7,2,5,2,40,1,1
37,7,19,1,20,2,5,2,35,1,1
22,2,16,1,15,1,1,2,40,1,1
37,2,20,1,13,1,5,2,72,1,1
56,2,19,1,18,2,5,2,38,1,1
7,2,19,5,16,3,4,2,50,1,1
13,5,21,5,18,3,5,1,40,1,1
39,1,16,1,21,2,5,1,60,3,1
51,1,16,1,23,2,5,1,32,1,1
46,2,16,1,25,1,5,2,6,1,1
16,1,16,5,6,1,3,1,20,1,1
33,1,21,1,12,1,5,1,40,1,1
46,1,20,1,15,2,5,2,24,1,1
30,1,22,1,23,2,5,2,40,1,1
17,1,19,1,16,2,5,1,40,3,1
35,1,19,1,25,1,5,1,50,1,2
28,1,20,3,13,1,5,2,45,1,1
16,3,21,1,21,2,3,1,40,1,2
33,1,21,5,1,1,5,1,45,1,2
31,2,21,3,1,1,5,2,40,1,1
14,1,19,5,22,3,5,1,40,1,1
28,1,16,5,25,14,5,2,40,1,1
7,1,21,5,7,1,5,2,40,1,1
31,5,21,1,1,1,3,1,40,1,2
23,1,21,1,25,1,5,1,50,1,2
35,2,16,4,20,1,5,2,25,1,1
30,1,16,1,19,2,5,1,40,1,1
36,2,21,2,16,1,5,2,50,1,1
34,1,16,3,25,1,5,1,25,1,1
33,3,16,1,2,1,5,2,18,1,1
15,2,19,5,20,1,3,2,50,3,1
39,1,18,1,18,1,5,2,25,1,1
58,2,24,1,24,1,5,1,40,1,2
18,1,16,1,23,2,5,1,40,1,1
50,3,22,1,7,2,5,1,40,1,2
30,1,16,3,18,1,5,1,50,1,1
3,1,20,5,23,18,5,2,20,1,1
5,1,16,5,23,4,5,2,40,1,1
20,1,15,1,5,2,5,1,40,1,1
37,3,19,1,21,1,5,1,40,1,2
24,1,16,5,19,1,3,1,40,1,1
3,1,19,5,21,3,5,1,24,1,1
27,1,16,5,23,1,5,2,25,1,1
16,1,15,1,6,1,2,1,65,1,1
37,1,20,1,3,2,5,1,40,1,1
36,1,16,1,23,2,5,1,60,1,1
18,1,21,1,16,1,2,1,40,4,2
2,1,19,5,23,3,5,1,40,1,1
11,1,16,5,21,3,5,1,35,1,1
43,7,19,1,23,1,5,2,50,1,1
19,1,16,1,16,1,5,2,40,1,1
30,5,19,1,25,1,5,1,40,1,2
44,1,19,1,22,2,5,1,40,1,1
1,4,13,5,9,3,5,1,3,1,1
1,1,13,5,23,3,5,1,30,1,1
39,1,17,1,22,2,5,1,40,1,1
12,1,19,5,25,13,5,1,40,1,1
21,5,20,1,12,1,5,2,40,1,2
7,2,18,5,18,3,5,2,40,1,1
33,1,16,3,20,1,5,1,40,1,1
8,1,19,5,23,1,5,2,40,3,1
42,1,16,3,1,1,5,2,40,1,1
13,1,21,5,3,1,5,1,47,1,2
14,1,20,1,16,2,5,1,45,1,1
29,1,21,5,23,1,5,2,40,1,1
24,1,21,1,16,1,2,1,45,4,2
23,1,20,5,15,1,5,2,25,1,1
18,1,18,1,6,2,5,2,25,1,1
24,3,16,5,21,14,4,1,40,1,1
49,1,19,1,2,2,3,1,40,1,1
26,3,16,1,22,1,5,1,40,1,1
9,1,21,5,16,12,5,1,80,1,2
36,1,9,1,25,1,5,1,40,3,1
58,3,16,3,6,1,5,2,25,1,1
12,1,20,5,12,1,5,2,40,2,2
28,1,18,1,18,1,5,2,40,1,1
31,1,14,5,19,1,5,1,40,1,1
9,2,21,1,3,2,5,2,55,5,1
42,1,16,1,18,2,5,2,40,1,1
6,1,19,5,6,3,5,1,35,1,1
5,1,16,5,25,3,3,2,32,1,1
39,1,19,3,18,14,5,2,40,1,1
28,1,20,5,18,14,5,1,40,1,2
20,4,18,1,4,10,5,2,40,1,1
36,1,24,1,15,2,5,1,50,1,2
33,1,16,1,5,2,5,1,40,1,2
42,1,22,1,1,2,5,1,40,1,2
31,1,19,5,18,3,5,2,40,1,1
7,1,16,5,23,3,5,2,20,1,1
9,1,21,5,6,1,2,2,20,4,1
33,1,21,1,23,1,5,1,40,1,2
62,1,20,2,25,1,5,1,40,1,1
16,2,21,5,12,1,2,1,40,1,2
41,1,16,1,20,2,3,1,35,1,1
37,1,19,1,22,2,3,1,40,1,2
12,1,19,1,23,2,2,2,40,4,1
30,1,20,4,16,1,5,1,60,1,2
25,7,16,1,22,1,4,1,40,3,1
31,1,16,5,6,1,3,2,40,1,1
9,1,22,5,12,3,5,1,80,1,2
30,3,16,1,23,2,5,2,60,1,1
33,1,20,5,22,1,5,1,24,1,1
14,1,18,5,18,3,2,2,32,1,1
20,1,18,3,23,18,5,2,25,1,1
14,3,24,1,24,2,5,1,60,1,2
12,4,24,1,7,2,5,1,40,1,1
5,1,13,5,2,3,5,1,40,3,1
36,6,16,1,23,2,5,2,80,1,1
40,1,16,3,19,1,3,1,40,1,1
2,1,17,5,22,5,5,1,50,1,1
25,3,23,1,16,1,5,2,55,1,2
39,1,22,1,13,1,2,1,27,4,1
12,3,16,5,6,1,3,2,40,1,1
3,1,19,5,25,3,4,1,50,1,1
42,1,19,1,18,1,5,2,34,1,1
52,1,1,3,5,1,2,1,29,4,1
41,3,18,1,18,1,5,2,40,1,2
5,1,14,5,5,1,5,1,18,1,1
30,1,21,1,18,1,5,1,50,1,2
21,1,9,5,19,1,4,1,37,3,1
19,1,21,5,23,1,2,2,40,4,1
6,2,20,5,20,18,5,2,7,1,1
3,1,16,5,6,18,5,1,35,1,1
42,1,14,3,11,1,5,1,54,1,2
45,1,19,2,20,14,4,2,72,1,1
27,1,16,1,19,2,5,1,40,1,1
35,3,16,4,6,14,1,2,40,1,1
25,1,16,1,16,2,4,2,50,1,1
6,3,20,3,21,13,4,1,72,1,1
4,5,16,5,19,18,5,1,45,1,1
33,5,16,1,18,1,5,2,20,3,1
21,1,17,5,6,3,3,1,25,1,1
11,1,21,5,15,3,3,2,24,1,1
9,5,21,5,8,13,5,1,40,1,2
11,1,12,5,6,17,5,1,22,3,1
13,1,21,1,18,2,5,2,28,1,1
31,4,21,1,7,2,3,2,40,1,1
45,3,23,3,14,1,5,1,40,1,2
2,1,14,5,6,3,2,2,25,1,1
43,1,15,3,6,14,5,1,32,1,1
18,1,23,1,15,1,2,1,36,1,2
19,1,20,1,15,1,3,2,24,6,1
13,1,16,5,6,1,3,1,45,1,1
29,1,21,1,16,2,5,2,50,1,2
15,2,21,5,13,3,5,2,30,1,1
20,4,21,1,23,1,5,1,40,1,1
6,1,16,5,19,13,5,2,12,1,1
3,1,19,5,7,3,5,2,25,1,1
31,3,22,5,4,1,5,1,40,1,2
23,3,16,1,1,2,5,1,50,1,2
26,1,1,1,19,2,4,2,36,3,1
11,1,20,5,2,3,4,1,20,1,1
51,1,20,2,12,1,5,2,32,1,2
21,1,16,1,6,2,5,1,27,5,1
46,1,16,1,18,1,5,2,40,1,1
30,2,22,1,7,1,5,2,40,1,2
43,3,21,3,18,1,5,2,40,1,1
6,1,16,5,22,1,5,1,45,1,1
35,1,14,3,25,17,3,1,48,1,1
36,3,16,1,7,2,2,2,35,4,2
11,1,16,5,19,1,5,1,46,1,1
37,1,9,1,19,1,4,1,40,3,1
19,1,21,1,23,1,5,2,30,1,1
7,1,19,1,18,2,5,2,40,1,1
19,2,22,1,7,2,5,2,40,3,1
13,1,16,5,20,1,5,1,32,1,1
13,1,22,1,16,2,2,2,50,4,2
51,1,16,2,18,1,5,2,40,1,1
39,2,20,5,15,1,5,1,40,1,2
37,1,18,2,6,1,3,1,36,1,1
16,1,23,5,14,1,5,1,65,1,2
15,1,16,3,18,1,5,2,40,1,1
29,1,18,1,3,2,5,1,60,1,2
24,1,22,3,4,1,5,2,18,1,1
26,4,23,1,7,1,3,1,40,1,2
36,3,16,1,21,2,5,1,48,1,2
33,1,19,1,2,1,3,1,40,1,1
2,1,16,5,20,13,5,2,25,1,1
26,1,22,1,16,1,5,2,50,1,2
36,1,19,1,3,1,5,1,40,1,2
35,1,16,1,22,2,5,1,40,1,1
24,1,20,3,23,1,5,1,35,1,1
41,4,13,1,21,1,5,2,35,1,1
14,1,21,1,7,1,5,1,43,1,1
26,1,12,1,2,2,4,2,20,3,1
25,1,21,1,23,1,5,1,40,1,1
32,1,16,1,16,1,5,2,40,1,2
26,1,12,3,2,1,4,1,40,3,1
36,1,16,1,1,1,5,2,60,1,2
38,4,16,5,2,3,5,1,40,1,1
43,1,16,1,19,1,5,1,50,1,2
19,3,21,1,7,1,5,2,10,1,1
29,1,19,1,18,1,5,2,40,3,1
48,1,16,1,16,1,5,1,40,1,2
19,1,18,1,18,1,5,1,45,1,1
38,1,16,3,25,16,5,1,40,1,1
26,4,16,1,7,2,5,1,40,3,1
3,1,15,5,23,3,3,1,20,1,1
26,4,22,1,7,1,5,1,40,1,2
35,1,16,1,18,2,5,2,40,1,1
8,5,16,1,1,1,5,1,40,1,1
49,7,16,1,19,1,5,1,8,1,1
10,1,16,5,5,3,4,1,50,1,2
35,3,22,1,7,2,5,2,50,1,2
46,4,22,1,7,2,5,1,40,1,2
40,1,19,1,13,1,5,2,40,1,1
37,1,21,1,3,1,3,1,40,1,2
62,1,13,1,19,2,5,2,27,5,1
33,2,16,4,5,17,5,1,40,1,1
25,1,20,1,5,1,5,1,60,1,2
16,1,17,5,21,6,5,1,40,1,2
32,1,20,1,18,2,5,2,45,1,2
9,4,19,5,13,1,3,2,40,1,1
37,4,22,1,7,1,5,2,45,1,1
26,5,22,1,21,1,5,1,40,1,1
44,1,18,1,16,1,5,2,37,1,1
20,1,22,1,23,2,2,2,25,4,1
25,1,17,5,5,17,5,1,15,6,1
23,1,20,1,18,1,5,2,40,1,1
28,1,19,3,18,1,4,2,40,1,1
14,1,19,5,16,14,5,1,40,1,1
15,2,18,1,18,3,5,2,35,1,1
34,1,16,1,19,2,5,1,40,1,1
36,1,21,1,1,1,5,2,36,1,1
18,1,21,1,23,2,5,1,40,1,2
8,1,19,5,23,8,4,1,20,1,1
27,1,14,1,2,2,5,2,32,1,1
32,6,21,1,3,2,5,2,30,1,1
33,1,21,1,18,1,5,2,50,1,2
40,6,17,1,20,2,5,2,50,1,1
11,5,19,1,17,2,5,1,50,1,2
42,1,1,2,5,14,5,1,40,3,1
10,1,20,5,23,3,2,2,40,1,1
33,1,19,3,19,14,5,1,40,1,1
41,4,23,3,7,1,5,2,60,5,1
17,4,22,1,16,2,5,2,40,1,1
35,1,21,5,3,1,5,1,40,1,2
13,1,19,5,22,3,5,1,40,1,1
4,1,19,5,23,11,3,2,20,1,1
20,1,21,1,16,2,3,2,40,2,1
14,1,18,5,19,1,5,1,40,1,1
46,1,23,1,14,2,5,1,40,1,2
22,1,21,1,7,2,5,2,42,1,2
10,2,21,1,18,1,5,2,40,1,1
9,1,19,5,23,8,3,2,30,1,1
49,1,16,2,18,1,5,2,40,1,1
25,3,18,1,21,1,5,1,40,1,2
30,1,19,1,16,2,5,2,50,1,1
26,5,19,5,18,1,3,2,40,1,1
21,1,22,1,3,2,5,1,40,1,2
56,1,21,3,3,1,5,1,40,1,2
35,1,16,1,18,2,4,1,40,1,1
44,2,14,1,2,2,5,2,37,1,1
49,7,23,1,15,2,5,1,35,1,2
38,3,20,1,22,1,5,1,40,1,2
18,1,16,5,22,3,5,1,40,1,1
27,1,16,1,23,2,5,2,50,1,2
31,1,16,1,25,2,5,1,40,1,1
10,1,19,5,23,8,5,1,15,1,1
37,1,1,1,5,2,4,1,45,3,1
16,1,9,1,5,1,5,1,40,3,1
20,1,21,1,12,1,5,2,40,1,2
11,3,16,1,21,1,5,1,45,1,1
13,1,15,5,11,1,5,1,50,1,1
23,1,21,1,16,1,5,1,40,5,2
3,1,18,5,23,14,3,2,25,1,1
31,1,17,1,19,2,5,1,32,1,1
28,1,16,1,5,2,5,1,50,3,1
35,1,13,3,20,14,5,2,24,1,1
23,3,21,1,7,1,5,2,40,1,1
46,3,16,1,18,1,5,1,40,1,1
35,1,16,1,19,1,5,1,40,1,1
17,1,16,5,16,1,3,2,60,1,1
51,7,24,2,15,1,5,2,80,1,1
34,1,20,1,3,1,5,2,40,1,2
7,1,16,5,25,3,5,1,40,1,1
30,1,20,1,18,1,5,1,50,1,2
2,1,16,5,9,18,2,2,3,1,1
25,1,19,1,23,2,5,2,60,3,1
12,1,19,1,19,1,5,1,40,1,1
6,1,19,5,23,18,5,2,40,1,1
35,3,20,1,21,1,5,1,40,1,2
33,1,16,4,6,6,5,2,29,3,1
43,3,20,1,15,2,5,2,38,1,1
6,1,19,5,18,3,3,2,30,1,1
8,1,18,5,13,3,5,2,35,1,1
25,3,21,5,3,3,5,1,40,1,2
11,1,16,5,23,1,5,1,40,1,1
39,7,24,1,24,1,3,2,35,1,2
2,1,16,5,6,3,5,2,10,1,1
20,2,22,1,7,2,5,2,40,1,2
15,1,20,1,15,1,5,2,38,1,2
29,1,21,5,19,3,5,1,40,1,1
7,1,19,5,22,3,5,1,54,1,1
45,2,12,3,18,1,5,2,40,1,1
29,6,8,3,6,1,2,2,40,4,1
12,1,19,1,22,2,4,1,45,1,1
31,4,16,5,6,1,3,2,40,1,1
22,1,19,1,18,2,5,2,10,1,1
38,1,17,1,12,2,5,2,40,1,1
40,1,16,3,23,1,5,2,24,1,1
40,1,20,3,15,1,3,2,40,3,2
37,1,16,1,19,2,5,1,44,1,2
36,1,14,1,23,11,4,1,40,3,1
58,1,16,1,18,2,5,2,35,1,1
48,2,23,1,16,2,5,2,45,1,2
34,1,16,3,23,1,2,1,40,1,1
48,1,16,3,18,3,5,2,30,1,1
20,1,19,1,19,2,5,1,48,1,1
38,3,18,3,23,1,5,1,40,7,1
24,1,19,1,5,2,5,1,30,1,1
26,1,21,1,23,1,5,1,50,1,2
29,1,13,1,19,1,2,1,40,4,1
50,1,20,5,18,13,5,2,40,1,1
24,1,16,1,18,2,5,1,40,1,1
34,4,18,1,21,1,5,1,40,1,1
6,1,20,5,18,3,5,2,40,1,1
44,3,21,1,7,2,5,2,22,4,1
10,1,21,1,3,1,3,1,40,1,1
4,2,19,5,20,18,5,2,32,1,1
11,1,19,5,16,1,5,2,37,1,1
44,1,21,1,16,1,5,1,40,1,2
43,1,16,1,16,2,5,2,59,1,2
71,1,16,2,23,1,5,2,6,1,1
22,1,14,4,25,1,5,1,45,1,1
13,1,16,5,25,1,3,1,40,1,1
30,1,12,1,19,2,5,2,40,3,1
48,3,21,1,7,2,5,2,16,1,1
45,1,19,1,18,1,5,1,40,1,2
15,3,19,1,15,11,3,2,40,1,2
13,6,24,5,14,3,2,2,70,1,2
38,1,22,5,12,1,5,1,45,1,2
50,1,16,1,19,1,5,2,20,5,2
48,3,20,3,7,1,5,2,12,1,1
46,1,16,4,15,1,5,2,37,1,1
38,4,21,1,2,2,5,1,52,1,2
4,1,16,5,19,3,5,1,40,5,1
29,1,1,3,25,1,5,1,60,1,2
35,1,20,1,3,1,5,1,40,1,2
31,4,21,1,7,2,5,2,40,1,1
13,1,22,1,15,1,2,1,40,4,1
18,1,16,1,18,1,5,2,40,1,1
62,1,4,1,16,11,4,2,40,3,1
45,1,19,1,18,1,5,2,37,1,2
11,1,16,1,25,2,4,1,40,1,1
43,7,16,3,9,1,5,2,30,1,1
13,1,16,5,13,1,4,2,36,3,1
20,1,21,5,3,1,5,1,40,1,1
31,2,21,1,1,1,5,2,40,1,1
11,1,19,5,15,3,3,2,40,1,1
37,1,15,1,23,2,5,2,40,1,1
36,1,22,1,16,2,5,1,40,1,2
26,1,22,1,18,2,5,2,12,1,1
30,1,19,5,23,3,5,2,40,1,1
48,1,23,1,15,1,5,1,60,1,2
38,1,19,1,19,2,5,1,50,1,2
15,3,21,1,4,1,5,2,40,1,1
21,1,21,1,16,1,5,2,60,1,2
13,1,20,1,18,1,3,1,40,3,1
36,1,21,3,20,1,3,2,24,1,1
41,1,18,1,18,1,3,2,38,1,2
27,1,20,1,5,1,5,1,40,1,2
13,1,12,1,11,3,5,1,15,1,1
21,3,16,1,19,1,1,2,32,1,1
53,1,21,3,18,1,5,2,40,1,2
28,1,20,1,22,1,5,1,40,1,1
34,1,20,1,8,2,4,1,60,1,2
12,2,21,1,15,1,5,2,36,1,2
22,1,21,4,9,3,3,1,35,1,1
15,1,19,5,5,3,5,1,25,1,1
27,1,21,1,20,2,2,2,35,4,1
34,1,21,1,1,1,5,2,40,5,1
30,4,21,2,18,1,5,2,50,1,1
44,4,16,1,20,2,5,2,40,1,1
20,1,21,1,19,2,5,2,20,1,1
14,4,21,5,21,1,5,1,40,1,2
42,1,21,3,19,1,5,1,55,1,2
32,1,16,3,20,1,5,2,40,1,1
48,3,21,1,5,1,5,1,40,1,1
20,1,19,5,16,1,5,2,50,1,2
33,1,18,1,5,1,5,1,48,3,2
20,1,19,1,23,1,5,1,50,1,1
27,3,23,5,7,3,5,1,30,1,1
4,1,19,5,6,1,5,1,15,1,1
31,1,15,1,23,2,5,2,20,3,1
25,1,19,3,25,1,5,1,70,1,2
30,1,7,1,6,11,5,2,28,3,1
28,1,19,1,7,2,5,2,40,1,2
40,1,19,1,25,1,5,2,36,1,1
29,1,14,1,16,1,5,1,48,1,2
47,1,16,1,4,1,5,1,40,1,1
26,7,21,1,23,1,5,1,50,1,2
17,1,21,1,16,2,5,2,50,1,2
53,2,1,5,2,18,5,1,6,1,1
45,1,13,3,25,1,5,1,20,5,1
48,1,16,1,18,2,5,2,40,1,1
8,1,16,5,19,1,5,2,40,1,1
44,3,20,1,18,2,5,2,38,1,1
16,1,17,5,23,3,5,2,1,1,1
14,1,18,3,14,14,5,2,50,1,2
40,1,21,1,19,2,3,2,32,3,2
40,2,21,3,3,1,5,2,47,1,2
31,1,21,1,9,2,5,2,26,1,1
16,1,16,5,2,4,5,1,55,1,1
13,1,21,1,3,1,2,1,40,4,1
18,1,16,1,18,2,5,1,40,3,1
10,1,19,5,23,3,5,2,20,1,1
18,1,14,3,22,17,5,1,56,1,1
31,4,22,5,7,3,5,2,45,1,2
6,1,16,5,22,3,5,1,40,1,1
33,2,22,1,16,1,5,1,45,1,2
48,4,16,1,4,2,5,2,40,1,1
23,1,17,1,23,2,5,1,60,1,2
12,1,17,1,6,1,5,2,40,1,1
42,2,16,1,18,1,5,1,37,1,1
48,1,16,1,5,1,5,1,50,1,2
23,1,20,1,16,1,5,1,40,1,2
20,1,21,5,9,1,5,2,55,1,2
33,2,22,3,4,1,5,2,35,1,2
27,1,16,4,6,3,3,2,34,1,1
17,1,19,1,9,1,5,1,60,1,2
9,1,1,5,6,16,2,1,60,4,1
40,1,19,1,3,1,5,1,40,1,2
27,1,21,1,23,1,5,1,50,1,2
31,4,21,5,7,1,5,2,30,2,1
47,1,21,1,8,1,5,1,50,2,2
10,5,21,5,18,3,5,2,40,1,2
5,1,16,5,21,18,4,1,12,1,1
14,1,19,5,18,1,3,1,40,1,1
41,1,21,1,8,2,5,1,80,1,2
13,1,16,3,23,13,5,1,50,1,1
25,1,19,1,15,1,5,2,40,1,1
23,1,18,3,8,1,5,1,45,1,2
36,1,19,3,13,1,5,2,30,1,1
48,7,22,5,4,1,5,2,35,1,2
1,1,16,5,7,4,2,2,6,4,1
36,1,19,1,22,2,5,1,40,1,2
32,3,20,3,25,1,3,2,45,1,1
7,1,16,5,23,3,3,2,30,1,1
53,1,16,1,2,2,5,2,30,1,1
32,1,23,1,14,1,5,1,60,1,2
26,1,21,1,12,2,3,2,35,1,2
21,1,20,5,23,3,3,2,40,1,2
43,1,16,2,16,1,5,1,45,1,1
18,1,16,1,25,2,5,1,30,3,1
39,3,19,3,7,1,5,2,24,1,1
24,1,21,1,19,2,5,2,40,1,2
34,1,19,1,18,1,5,2,45,1,1
27,1,16,1,19,2,5,2,32,3,1
34,1,19,1,18,2,4,2,40,1,1
8,1,16,5,23,3,3,1,40,3,1
26,1,19,1,2,2,5,1,30,1,1
22,1,19,5,16,14,5,2,50,1,1
10,1,16,5,6,13,5,1,30,1,1
51,5,22,2,7,1,5,2,20,1,1
33,1,10,1,6,2,4,2,40,3,1
47,1,21,1,23,2,5,1,35,1,1
43,1,20,1,23,2,5,2,30,1,1
37,2,19,1,16,1,5,2,45,1,2
53,1,18,3,18,1,5,2,40,1,1
31,2,21,1,4,1,5,1,40,1,2
9,1,17,5,2,17,3,1,10,1,1
39,5,18,1,16,2,3,2,40,1,1
25,1,21,1,15,2,2,2,40,4,2
3,1,19,5,23,3,5,2,25,1,1
60,1,1,1,2,1,4,1,20,3,1
29,1,16,3,8,1,5,2,40,1,1
25,5,16,1,17,1,5,1,40,1,2
43,1,20,1,15,1,5,2,32,1,1
14,1,22,5,8,1,2,1,50,4,2
39,2,22,5,16,1,5,1,40,1,2
13,1,21,5,7,13,3,2,40,1,1
18,1,21,1,23,1,5,1,50,1,2
3,4,19,5,3,18,2,1,10,4,1
43,2,16,5,16,1,5,2,35,1,1
3,1,15,5,6,3,5,1,13,1,1
45,5,21,5,16,1,3,2,40,1,2
30,3,17,1,2,2,5,1,40,1,1
32,1,19,5,23,1,5,1,40,1,1
39,1,20,1,16,1,5,2,75,5,2
28,2,17,1,7,2,5,2,13,1,1
47,7,19,3,5,1,5,2,30,1,1
25,1,16,5,6,1,5,2,40,1,1
45,1,13,1,16,1,3,1,50,1,2
15,1,21,5,15,18,5,2,40,5,2
48,1,20,3,25,1,5,1,30,1,1
2,1,14,5,23,16,5,2,20,1,1
22,4,12,1,2,2,5,2,35,3,1
9,1,15,5,16,1,4,2,30,1,1
2,1,16,5,18,18,3,1,8,1,1
30,1,22,2,16,1,5,2,40,2,1
11,1,16,1,23,1,5,2,40,1,1
16,1,19,1,18,2,5,2,40,1,1
34,1,20,1,25,2,5,1,60,1,2
25,1,19,1,19,1,5,1,40,1,2
50,3,19,2,21,1,5,2,2,1,1
47,1,18,1,15,1,5,2,24,1,1
11,1,20,5,7,3,5,2,40,1,1
43,1,16,1,18,7,5,2,35,1,1
45,3,18,1,5,1,5,1,40,1,2
28,1,19,1,16,2,5,1,56,3,2
1,1,14,5,23,3,5,2,10,1,1
55,2,19,1,25,1,5,1,35,1,1
4,1,19,5,6,5,5,2,30,3,1
30,1,19,1,23,2,5,1,40,1,1
60,2,16,1,18,2,5,2,40,1,1
35,1,18,3,6,11,3,2,38,1,1
17,1,21,5,23,1,5,1,50,1,2
4,1,14,5,23,18,5,1,35,1,1
50,4,21,2,7,1,5,2,45,1,1
27,1,21,1,5,1,5,1,30,1,1
29,7,21,1,23,1,5,1,40,1,2
8,1,16,1,18,2,5,1,40,1,1
14,7,20,1,14,1,5,2,40,3,1
32,4,24,1,7,2,5,2,60,5,1
3,1,13,5,23,3,4,2,40,1,1
12,1,21,3,12,1,3,1,40,6,2
26,1,21,1,16,1,5,1,40,1,2
36,1,18,3,18,14,5,2,36,1,1
34,1,16,1,19,2,5,2,50,1,1
4,1,18,5,23,8,2,1,16,1,1
45,3,21,1,7,1,5,1,40,1,2
54,1,21,3,23,1,5,1,46,1,2
32,1,20,1,13,1,3,2,40,1,1
17,1,19,1,16,2,5,1,40,1,1
42,3,22,1,15,2,5,2,40,1,2
53,1,17,1,2,1,5,1,34,1,1
53,7,16,1,20,2,5,2,30,1,1
17,3,20,1,7,1,3,2,40,3,1
31,2,1,1,23,1,5,1,56,4,2
45,1,18,1,16,1,5,2,45,1,2
34,1,14,4,22,13,4,1,40,3,1
12,1,19,5,18,3,5,1,40,1,1
40,3,20,1,23,1,5,2,40,1,1
3,1,18,5,23,3,5,2,20,1,1
34,1,19,3,16,1,4,1,60,1,2
29,1,16,3,19,1,5,1,60,1,2
39,1,21,1,16,2,5,1,30,1,2
53,1,16,1,15,2,4,2,40,1,2
32,1,22,1,7,1,5,1,40,1,2
30,4,21,3,16,1,5,2,45,1,1
24,2,21,1,15,1,5,2,36,1,2
8,1,23,5,15,1,3,2,40,6,2
3,1,18,5,23,18,5,1,15,1,1
20,3,19,1,18,2,1,2,40,1,1
39,7,21,4,23,1,5,2,45,1,1
40,1,19,1,18,1,3,2,40,1,1
14,1,19,4,6,1,3,2,30,6,1
22,1,16,1,22,2,5,1,45,1,1
43,1,16,3,21,1,5,1,40,1,1
19,1,21,1,8,1,5,1,45,1,2
7,1,19,5,15,1,2,2,5,4,1
40,1,22,5,14,1,5,2,40,1,2
50,1,12,1,11,2,5,2,20,1,1
24,2,18,1,16,2,5,2,50,1,1
2,1,18,5,20,18,5,1,25,1,1
15,1,20,1,18,1,5,2,35,1,1
4,1,14,5,4,17,3,1,25,1,1
37,5,21,5,18,1,5,1,40,1,2
39,1,21,1,16,2,5,1,40,5,2
4,1,19,5,5,6,5,1,40,1,1
45,1,21,3,11,1,5,1,2,1,1
49,1,19,1,23,1,5,1,40,1,1
19,1,22,5,1,3,5,1,40,1,2
50,1,16,1,19,1,5,2,32,1,1
46,1,19,1,25,1,3,2,60,1,1
20,1,19,4,18,1,5,2,35,1,1
48,3,22,1,7,2,2,2,35,4,2
6,4,20,5,7,3,5,1,16,1,1
14,1,17,5,18,1,5,2,20,1,1
5,1,19,5,5,3,4,1,30,1,1
8,1,19,5,6,1,5,2,20,1,1
50,1,13,3,19,1,5,2,40,1,1
9,1,16,5,5,3,5,2,45,1,1
2,1,18,5,1,3,5,1,16,1,1
19,1,16,1,18,1,5,2,30,1,1
50,1,16,1,5,1,5,1,20,1,1
18,7,23,1,15,2,5,1,48,1,2
6,1,19,5,23,3,5,2,8,1,1
37,1,21,1,20,2,5,2,35,1,1
20,1,21,1,7,1,5,2,12,1,1
26,1,17,3,22,3,5,1,50,1,1
31,1,20,1,18,2,5,2,40,1,1
7,5,21,5,25,13,5,1,40,1,1
20,2,21,1,20,2,5,2,20,1,1
35,1,18,1,6,1,3,2,21,1,1
12,1,21,1,16,2,5,2,40,1,1
16,3,22,1,1,1,5,2,45,1,2
32,1,21,1,18,2,4,2,60,3,1
28,1,16,3,16,16,5,2,38,1,1
40,2,22,5,7,1,5,1,40,1,1
